,split,nspeakers,filename,session,ref_speaker,mix,audio_duration,brouhaha_speech_duration,brouhaha_speech_percentage,brouhaha_snr_mean,brouhaha_c50_mean
dev/1/S17_P19_32a_mix.wav,dev,1,S17_P19_32a_mix,S17,P19,32a_mix,3.95,2.396,0.6065822784810126,8.473517417907715,17.293264389038086
dev/1/S17_P19_32a_noise.wav,dev,1,S17_P19_32a_noise,S17,P19,32a_noise,3.95,0,0.0,-0.4148914515972137,46.496952056884766
dev/1/S17_P19_32a_speech.wav,dev,1,S17_P19_32a_speech,S17,P19,32a_speech,3.95,2.379,0.6022784810126582,36.5490608215332,19.770832061767575
dev/1/S17_P19_33a_mix.wav,dev,1,S17_P19_33a_mix,S17,P19,33a_mix,4.36,3.696,0.8477064220183486,14.354413032531738,18.44435691833496
dev/1/S17_P19_33a_noise.wav,dev,1,S17_P19_33a_noise,S17,P19,33a_noise,4.36,0,0.0,1.2737205028533936,23.493040084838867
dev/1/S17_P19_33a_speech.wav,dev,1,S17_P19_33a_speech,S17,P19,33a_speech,4.36,3.679,0.8438073394495412,17.41937828063965,19.22317314147949
dev/1/S17_P19_33b_mix.wav,dev,1,S17_P19_33b_mix,S17,P19,33b_mix,4.36,3.493,0.8011467889908256,16.039875030517578,19.36344718933105
dev/1/S17_P19_33b_noise.wav,dev,1,S17_P19_33b_noise,S17,P19,33b_noise,4.36,0,0.0,1.2737205028533936,23.493040084838867
dev/1/S17_P19_33b_speech.wav,dev,1,S17_P19_33b_speech,S17,P19,33b_speech,4.36,3.493,0.8011467889908256,40.7868766784668,19.57347869873047
dev/1/S17_P19_34a_mix.wav,dev,1,S17_P19_34a_mix,S17,P19,34a_mix,5.43,2.649,0.4878453038674033,5.560154438018799,12.016461372375488
dev/1/S17_P19_34a_noise.wav,dev,1,S17_P19_34a_noise,S17,P19,34a_noise,5.43,0,0.0,-0.7135910391807556,23.4893856048584
dev/1/S17_P19_34a_speech.wav,dev,1,S17_P19_34a_speech,S17,P19,34a_speech,5.43,4.32,0.7955801104972376,32.863365173339844,13.4140625
dev/1/S17_P19_35b_mix.wav,dev,1,S17_P19_35b_mix,S17,P19,35b_mix,4.18,4.134,0.988995215311005,12.92666721343994,12.064302444458008
dev/1/S17_P19_35b_noise.wav,dev,1,S17_P19_35b_noise,S17,P19,35b_noise,4.18,0,0.0,2.339007377624512,20.27105140686035
dev/1/S17_P19_35b_speech.wav,dev,1,S17_P19_35b_speech,S17,P19,35b_speech,4.18,4.134,0.988995215311005,37.90476608276367,11.936347007751465
dev/1/S17_P19_37a_mix.wav,dev,1,S17_P19_37a_mix,S17,P19,37a_mix,22.54,21.162,0.9388642413487134,25.215112686157227,21.55880355834961
dev/1/S17_P19_37a_noise.wav,dev,1,S17_P19_37a_noise,S17,P19,37a_noise,22.54,0,0.0,-4.0094990730285645,22.783016204833984
dev/1/S17_P19_37a_speech.wav,dev,1,S17_P19_37a_speech,S17,P19,37a_speech,22.54,21.178,0.9395740905057676,48.523223876953125,21.055253982543945
dev/1/S17_P19_37b_mix.wav,dev,1,S17_P19_37b_mix,S17,P19,37b_mix,22.54,20.959,0.9298580301685891,8.89907455444336,27.28754997253418
dev/1/S17_P19_37b_noise.wav,dev,1,S17_P19_37b_noise,S17,P19,37b_noise,22.54,0,0.0,-4.0094990730285645,22.783016204833984
dev/1/S17_P19_37b_speech.wav,dev,1,S17_P19_37b_speech,S17,P19,37b_speech,22.54,20.402,0.9051464063886425,43.44247055053711,30.22075653076172
dev/1/S17_P19_39a_mix.wav,dev,1,S17_P19_39a_mix,S17,P19,39a_mix,6.35,5.923,0.9327559055118111,15.638290405273438,9.48037052154541
dev/1/S17_P19_39a_noise.wav,dev,1,S17_P19_39a_noise,S17,P19,39a_noise,6.35,0,0.0,-3.222572565078736,29.42612838745117
dev/1/S17_P19_39a_speech.wav,dev,1,S17_P19_39a_speech,S17,P19,39a_speech,6.35,6.058000000000001,0.9540157480314962,42.80556488037109,8.74247932434082
dev/1/S17_P19_39b_mix.wav,dev,1,S17_P19_39b_mix,S17,P19,39b_mix,6.35,4.742,0.7467716535433071,15.786062240600586,19.991601943969727
dev/1/S17_P19_39b_noise.wav,dev,1,S17_P19_39b_noise,S17,P19,39b_noise,6.35,0,0.0,-3.222572565078736,29.42612838745117
dev/1/S17_P19_39b_speech.wav,dev,1,S17_P19_39b_speech,S17,P19,39b_speech,6.35,4.877,0.7680314960629921,46.34458541870117,18.535362243652344
dev/1/S17_P19_3a_mix.wav,dev,1,S17_P19_3a_mix,S17,P19,3a_mix,3.37,2.768,0.8213649851632047,28.73529815673828,27.8643741607666
dev/1/S17_P19_3a_noise.wav,dev,1,S17_P19_3a_noise,S17,P19,3a_noise,3.37,0,0.0,-0.2541815936565399,25.37241554260254
dev/1/S17_P19_3a_speech.wav,dev,1,S17_P19_3a_speech,S17,P19,3a_speech,3.37,2.768,0.8213649851632047,48.49100112915039,27.96745109558105
dev/1/S17_P19_40a_mix.wav,dev,1,S17_P19_40a_mix,S17,P19,40a_mix,8.07,7.256,0.8991325898389095,13.009529113769531,11.897397994995115
dev/1/S17_P19_40a_noise.wav,dev,1,S17_P19_40a_noise,S17,P19,40a_noise,8.07,0,0.0,-1.764307737350464,25.66539192199707
dev/1/S17_P19_40a_speech.wav,dev,1,S17_P19_40a_speech,S17,P19,40a_speech,8.07,7.408,0.9179677819083024,42.67214584350586,11.19363784790039
dev/1/S17_P19_41a_mix.wav,dev,1,S17_P19_41a_mix,S17,P19,41a_mix,3.48,3.358,0.9649425287356322,14.25213623046875,9.747259140014648
dev/1/S17_P19_41a_noise.wav,dev,1,S17_P19_41a_noise,S17,P19,41a_noise,3.48,0.101,0.029022988505747128,0.383817970752716,16.295379638671875
dev/1/S17_P19_41a_speech.wav,dev,1,S17_P19_41a_speech,S17,P19,41a_speech,3.48,3.324,0.9551724137931034,49.67462158203125,8.563092231750488
dev/1/S17_P19_42a_mix.wav,dev,1,S17_P19_42a_mix,S17,P19,42a_mix,3.4,3.223,0.9479411764705882,22.39846611022949,4.6605987548828125
dev/1/S17_P19_42a_noise.wav,dev,1,S17_P19_42a_noise,S17,P19,42a_noise,3.4,0,0.0,0.9317923188209534,24.862672805786133
dev/1/S17_P19_42a_speech.wav,dev,1,S17_P19_42a_speech,S17,P19,42a_speech,3.4,2.987,0.8785294117647059,62.41832733154297,4.611538887023926
dev/1/S17_P19_42b_mix.wav,dev,1,S17_P19_42b_mix,S17,P19,42b_mix,3.4,3.341,0.9826470588235295,8.352240562438965,15.03640365600586
dev/1/S17_P19_42b_noise.wav,dev,1,S17_P19_42b_noise,S17,P19,42b_noise,3.4,0,0.0,0.9317923188209534,24.862672805786133
dev/1/S17_P19_42b_speech.wav,dev,1,S17_P19_42b_speech,S17,P19,42b_speech,3.4,3.021,0.8885294117647059,38.65810012817383,10.791844367980955
dev/1/S17_P19_44a_mix.wav,dev,1,S17_P19_44a_mix,S17,P19,44a_mix,4.03,3.797,0.9421836228287841,19.37273406982422,12.085704803466797
dev/1/S17_P19_44a_noise.wav,dev,1,S17_P19_44a_noise,S17,P19,44a_noise,4.03,0,0.0,-0.8920562863349915,20.059064865112305
dev/1/S17_P19_44a_speech.wav,dev,1,S17_P19_44a_speech,S17,P19,44a_speech,4.03,3.831,0.9506203473945408,52.94401168823242,9.583544731140137
dev/1/S17_P19_44b_mix.wav,dev,1,S17_P19_44b_mix,S17,P19,44b_mix,4.03,3.983,0.9883374689826302,9.258280754089355,9.888362884521484
dev/1/S17_P19_44b_noise.wav,dev,1,S17_P19_44b_noise,S17,P19,44b_noise,4.03,0,0.0,-0.8920562863349915,20.059064865112305
dev/1/S17_P19_44b_speech.wav,dev,1,S17_P19_44b_speech,S17,P19,44b_speech,4.03,3.983,0.9883374689826302,43.95542907714844,9.200502395629885
dev/1/S17_P19_45a_mix.wav,dev,1,S17_P19_45a_mix,S17,P19,45a_mix,5.06,4.809,0.9503952569169961,25.384157180786133,11.781410217285156
dev/1/S17_P19_45a_noise.wav,dev,1,S17_P19_45a_noise,S17,P19,45a_noise,5.06,0,0.0,0.4342639744281769,23.65680885314941
dev/1/S17_P19_45a_speech.wav,dev,1,S17_P19_45a_speech,S17,P19,45a_speech,5.06,4.691,0.9270750988142293,46.996612548828125,10.530102729797363
dev/1/S17_P19_45b_mix.wav,dev,1,S17_P19_45b_mix,S17,P19,45b_mix,5.06,3.442,0.6802371541501977,12.683817863464355,15.567347526550291
dev/1/S17_P19_45b_noise.wav,dev,1,S17_P19_45b_noise,S17,P19,45b_noise,5.06,0,0.0,0.4342639744281769,23.65680885314941
dev/1/S17_P19_45b_speech.wav,dev,1,S17_P19_45b_speech,S17,P19,45b_speech,5.06,4.236,0.8371541501976285,35.91415023803711,15.088552474975586
dev/1/S17_P19_46b_mix.wav,dev,1,S17_P19_46b_mix,S17,P19,46b_mix,3.5,2.65,0.7571428571428571,17.1595458984375,12.770827293395996
dev/1/S17_P19_46b_noise.wav,dev,1,S17_P19_46b_noise,S17,P19,46b_noise,3.5,0,0.0,1.2311453819274902,23.016019821166992
dev/1/S17_P19_46b_speech.wav,dev,1,S17_P19_46b_speech,S17,P19,46b_speech,3.5,2.717,0.7762857142857144,33.51022720336914,18.858829498291016
dev/1/S17_P19_48a_mix.wav,dev,1,S17_P19_48a_mix,S17,P19,48a_mix,3.38,2.919,0.8636094674556214,42.106842041015625,18.561647415161133
dev/1/S17_P19_48a_noise.wav,dev,1,S17_P19_48a_noise,S17,P19,48a_noise,3.38,0,0.0,-0.5778692364692688,40.83916473388672
dev/1/S17_P19_48a_speech.wav,dev,1,S17_P19_48a_speech,S17,P19,48a_speech,3.38,2.97,0.878698224852071,42.18052291870117,18.66736221313477
dev/1/S17_P19_49a_mix.wav,dev,1,S17_P19_49a_mix,S17,P19,49a_mix,11.32,10.699,0.9451413427561837,7.961874008178711,12.418293952941896
dev/1/S17_P19_49a_noise.wav,dev,1,S17_P19_49a_noise,S17,P19,49a_noise,11.32,0,0.0,-3.8894078731536874,23.33829116821289
dev/1/S17_P19_49a_speech.wav,dev,1,S17_P19_49a_speech,S17,P19,49a_speech,11.32,10.699,0.9451413427561837,44.03763198852539,10.149575233459473
dev/1/S17_P19_49b_mix.wav,dev,1,S17_P19_49b_mix,S17,P19,49b_mix,11.32,11.256,0.9943462897526502,14.37792682647705,8.54871654510498
dev/1/S17_P19_49b_noise.wav,dev,1,S17_P19_49b_noise,S17,P19,49b_noise,11.32,0,0.0,-3.8894078731536874,23.33829116821289
dev/1/S17_P19_49b_speech.wav,dev,1,S17_P19_49b_speech,S17,P19,49b_speech,11.32,11.273,0.9958480565371024,49.230899810791016,7.580271244049072
dev/1/S17_P19_50a_mix.wav,dev,1,S17_P19_50a_mix,S17,P19,50a_mix,14.26,14.192,0.9952314165497896,6.539532661437988,13.318260192871094
dev/1/S17_P19_50a_noise.wav,dev,1,S17_P19_50a_noise,S17,P19,50a_noise,14.26,0,0.0,-1.33870267868042,23.413450241088867
dev/1/S17_P19_50a_speech.wav,dev,1,S17_P19_50a_speech,S17,P19,50a_speech,14.26,14.192,0.9952314165497896,43.37688446044922,12.474225044250488
dev/1/S17_P19_50b_mix.wav,dev,1,S17_P19_50b_mix,S17,P19,50b_mix,14.26,13.483,0.9455119214586256,23.52991104125977,21.31876945495605
dev/1/S17_P19_50b_noise.wav,dev,1,S17_P19_50b_noise,S17,P19,50b_noise,14.26,0,0.0,-1.33870267868042,23.413450241088867
dev/1/S17_P19_50b_speech.wav,dev,1,S17_P19_50b_speech,S17,P19,50b_speech,14.26,13.551,0.950280504908836,50.7368049621582,23.399412155151367
dev/1/S17_P19_51a_mix.wav,dev,1,S17_P19_51a_mix,S17,P19,51a_mix,3.18,2.3449999999999998,0.7374213836477986,22.73011779785156,18.26944923400879
dev/1/S17_P19_51a_noise.wav,dev,1,S17_P19_51a_noise,S17,P19,51a_noise,3.18,0,0.0,1.3151603937149048,18.387977600097656
dev/1/S17_P19_51a_speech.wav,dev,1,S17_P19_51a_speech,S17,P19,51a_speech,3.18,2.362,0.7427672955974842,37.69458770751953,17.589109420776367
dev/1/S17_P19_52a_mix.wav,dev,1,S17_P19_52a_mix,S17,P19,52a_mix,9.44,9.383,0.9939618644067796,14.916132926940918,19.517797470092773
dev/1/S17_P19_52a_noise.wav,dev,1,S17_P19_52a_noise,S17,P19,52a_noise,9.44,0,0.0,-0.82099848985672,33.3802490234375
dev/1/S17_P19_52a_speech.wav,dev,1,S17_P19_52a_speech,S17,P19,52a_speech,9.44,7.357,0.7793432203389831,43.13043594360352,20.73006629943848
dev/1/S17_P19_52b_mix.wav,dev,1,S17_P19_52b_mix,S17,P19,52b_mix,9.44,8.775,0.9295550847457628,26.19523048400879,15.394451141357422
dev/1/S17_P19_52b_noise.wav,dev,1,S17_P19_52b_noise,S17,P19,52b_noise,9.44,0,0.0,-0.82099848985672,33.3802490234375
dev/1/S17_P19_52b_speech.wav,dev,1,S17_P19_52b_speech,S17,P19,52b_speech,9.44,9.096,0.9635593220338984,53.57282638549805,12.965639114379885
dev/1/S17_P19_53a_mix.wav,dev,1,S17_P19_53a_mix,S17,P19,53a_mix,18.13,17.837,0.9838389409817981,16.078100204467773,31.99467086791992
dev/1/S17_P19_53a_noise.wav,dev,1,S17_P19_53a_noise,S17,P19,53a_noise,18.13,0,0.0,-2.320132255554199,22.89323234558105
dev/1/S17_P19_53a_speech.wav,dev,1,S17_P19_53a_speech,S17,P19,53a_speech,18.13,17.938,0.9894098179812465,52.88407516479492,30.66189193725586
dev/1/S17_P19_53b_mix.wav,dev,1,S17_P19_53b_mix,S17,P19,53b_mix,18.13,17.871,0.9857142857142857,9.351761817932127,10.513386726379396
dev/1/S17_P19_53b_noise.wav,dev,1,S17_P19_53b_noise,S17,P19,53b_noise,18.13,0,0.0,-2.320132255554199,22.89323234558105
dev/1/S17_P19_53b_speech.wav,dev,1,S17_P19_53b_speech,S17,P19,53b_speech,18.13,17.786,0.9810259238830669,47.37571334838867,10.060611724853516
dev/1/S17_P19_54a_mix.wav,dev,1,S17_P19_54a_mix,S17,P19,54a_mix,18.14,17.263,0.9516538037486219,8.017416954040527,12.208407402038574
dev/1/S17_P19_54a_noise.wav,dev,1,S17_P19_54a_noise,S17,P19,54a_noise,18.14,0,0.0,-3.0796947479248047,22.36981964111328
dev/1/S17_P19_54a_speech.wav,dev,1,S17_P19_54a_speech,S17,P19,54a_speech,18.14,17.364,0.9572216097023153,46.839962005615234,11.586019515991213
dev/1/S17_P19_54b_mix.wav,dev,1,S17_P19_54b_mix,S17,P19,54b_mix,18.14,17.736,0.977728776185226,3.27685546875,9.016291618347168
dev/1/S17_P19_54b_noise.wav,dev,1,S17_P19_54b_noise,S17,P19,54b_noise,18.14,0,0.0,-3.0796947479248047,22.36981964111328
dev/1/S17_P19_54b_speech.wav,dev,1,S17_P19_54b_speech,S17,P19,54b_speech,18.14,17.871,0.9851708930540242,40.617523193359375,8.537601470947266
dev/1/S17_P19_56a_mix.wav,dev,1,S17_P19_56a_mix,S17,P19,56a_mix,7.0,4.522,0.646,6.612096309661865,10.25107479095459
dev/1/S17_P19_56a_noise.wav,dev,1,S17_P19_56a_noise,S17,P19,56a_noise,7.0,0,0.0,3.2520194053649902,23.52794075012207
dev/1/S17_P19_56a_speech.wav,dev,1,S17_P19_56a_speech,S17,P19,56a_speech,7.0,4.573,0.6532857142857144,39.05411529541016,10.272713661193848
dev/1/S17_P19_58b_mix.wav,dev,1,S17_P19_58b_mix,S17,P19,58b_mix,3.82,2.481,0.6494764397905759,7.610865592956543,2.344006061553955
dev/1/S17_P19_58b_noise.wav,dev,1,S17_P19_58b_noise,S17,P19,58b_noise,3.82,0,0.0,0.4321993589401245,23.984943389892575
dev/1/S17_P19_58b_speech.wav,dev,1,S17_P19_58b_speech,S17,P19,58b_speech,3.82,3.696,0.9675392670157069,30.13943672180176,5.7690300941467285
dev/1/S17_P19_59b_mix.wav,dev,1,S17_P19_59b_mix,S17,P19,59b_mix,3.02,2.97,0.9834437086092715,41.72777938842773,15.651299476623535
dev/1/S17_P19_59b_noise.wav,dev,1,S17_P19_59b_noise,S17,P19,59b_noise,3.02,0,0.0,0.7062464356422424,21.534698486328125
dev/1/S17_P19_59b_speech.wav,dev,1,S17_P19_59b_speech,S17,P19,59b_speech,3.02,2.97,0.9834437086092715,42.8799057006836,15.659468650817873
dev/1/S17_P19_5a_mix.wav,dev,1,S17_P19_5a_mix,S17,P19,5a_mix,4.25,1.468,0.34541176470588236,7.374506950378418,22.513484954833984
dev/1/S17_P19_5a_noise.wav,dev,1,S17_P19_5a_noise,S17,P19,5a_noise,4.25,0,0.0,-1.9393904209136963,24.41609001159668
dev/1/S17_P19_5a_speech.wav,dev,1,S17_P19_5a_speech,S17,P19,5a_speech,4.25,1.434,0.33741176470588236,48.76419448852539,18.246383666992188
dev/1/S17_P19_5b_mix.wav,dev,1,S17_P19_5b_mix,S17,P19,5b_mix,4.25,1.401,0.3296470588235294,12.901487350463867,9.646763801574709
dev/1/S17_P19_5b_noise.wav,dev,1,S17_P19_5b_noise,S17,P19,5b_noise,4.25,0,0.0,-1.9393904209136963,24.41609001159668
dev/1/S17_P19_5b_speech.wav,dev,1,S17_P19_5b_speech,S17,P19,5b_speech,4.25,1.536,0.3614117647058824,48.33467102050781,10.4053316116333
dev/1/S17_P19_60a_mix.wav,dev,1,S17_P19_60a_mix,S17,P19,60a_mix,7.77,6.345000000000001,0.8166023166023167,39.392459869384766,25.19545555114746
dev/1/S17_P19_60a_noise.wav,dev,1,S17_P19_60a_noise,S17,P19,60a_noise,7.77,0,0.0,-3.631873369216919,15.372246742248535
dev/1/S17_P19_60a_speech.wav,dev,1,S17_P19_60a_speech,S17,P19,60a_speech,7.77,6.328,0.8144144144144145,54.34430694580078,20.999361038208008
dev/1/S17_P19_60b_mix.wav,dev,1,S17_P19_60b_mix,S17,P19,60b_mix,7.77,6.48,0.8339768339768341,17.096593856811523,19.662145614624023
dev/1/S17_P19_60b_noise.wav,dev,1,S17_P19_60b_noise,S17,P19,60b_noise,7.77,0,0.0,-3.631873369216919,15.372246742248535
dev/1/S17_P19_60b_speech.wav,dev,1,S17_P19_60b_speech,S17,P19,60b_speech,7.77,6.582,0.8471042471042471,44.633079528808594,15.639394760131836
dev/1/S17_P19_61a_mix.wav,dev,1,S17_P19_61a_mix,S17,P19,61a_mix,11.57,9.602,0.82990492653414,-0.8158289194107056,18.362213134765625
dev/1/S17_P19_61a_noise.wav,dev,1,S17_P19_61a_noise,S17,P19,61a_noise,11.57,0,0.0,-2.5351619720458984,21.89972305297852
dev/1/S17_P19_61a_speech.wav,dev,1,S17_P19_61a_speech,S17,P19,61a_speech,11.57,9.652000000000001,0.8342264477095939,20.4871768951416,18.27724838256836
dev/1/S17_P19_61b_mix.wav,dev,1,S17_P19_61b_mix,S17,P19,61b_mix,11.57,10.142,0.8765773552290406,11.526650428771973,7.570101261138916
dev/1/S17_P19_61b_noise.wav,dev,1,S17_P19_61b_noise,S17,P19,61b_noise,11.57,0,0.0,-2.5351619720458984,21.89972305297852
dev/1/S17_P19_61b_speech.wav,dev,1,S17_P19_61b_speech,S17,P19,61b_speech,11.57,10.125,0.8751080380293863,43.55524063110352,7.054905891418457
dev/1/S17_P19_62a_mix.wav,dev,1,S17_P19_62a_mix,S17,P19,62a_mix,9.11,8.927,0.9799121844127333,50.04298400878906,8.767587661743164
dev/1/S17_P19_62a_noise.wav,dev,1,S17_P19_62a_noise,S17,P19,62a_noise,9.11,0,0.0,0.264553040266037,20.72836685180664
dev/1/S17_P19_62a_speech.wav,dev,1,S17_P19_62a_speech,S17,P19,62a_speech,9.11,8.961,0.9836443468715698,55.14316940307617,8.676900863647461
dev/1/S17_P19_62b_mix.wav,dev,1,S17_P19_62b_mix,S17,P19,62b_mix,9.11,8.201,0.900219538968167,32.28711700439453,12.46450901031494
dev/1/S17_P19_62b_noise.wav,dev,1,S17_P19_62b_noise,S17,P19,62b_noise,9.11,0,0.0,0.264553040266037,20.72836685180664
dev/1/S17_P19_62b_speech.wav,dev,1,S17_P19_62b_speech,S17,P19,62b_speech,9.11,8.639999999999999,0.9484083424807903,55.40113830566406,12.35310173034668
dev/1/S17_P19_63a_mix.wav,dev,1,S17_P19_63a_mix,S17,P19,63a_mix,3.56,2.565,0.7205056179775281,10.747735023498535,27.35797882080078
dev/1/S17_P19_63a_noise.wav,dev,1,S17_P19_63a_noise,S17,P19,63a_noise,3.56,0,0.0,5.838617324829102,24.35321617126465
dev/1/S17_P19_63a_speech.wav,dev,1,S17_P19_63a_speech,S17,P19,63a_speech,3.56,2.9370000000000003,0.8250000000000001,27.76721954345703,25.04112243652344
dev/1/S17_P19_63b_mix.wav,dev,1,S17_P19_63b_mix,S17,P19,63b_mix,3.56,3.038,0.8533707865168538,11.297136306762695,12.276467323303224
dev/1/S17_P19_63b_noise.wav,dev,1,S17_P19_63b_noise,S17,P19,63b_noise,3.56,0,0.0,5.838617324829102,24.35321617126465
dev/1/S17_P19_63b_speech.wav,dev,1,S17_P19_63b_speech,S17,P19,63b_speech,3.56,3.071,0.8626404494382023,15.006946563720703,10.78804874420166
dev/1/S17_P19_64a_mix.wav,dev,1,S17_P19_64a_mix,S17,P19,64a_mix,3.17,3.122,0.9848580441640379,13.045031547546388,32.49677658081055
dev/1/S17_P19_64a_noise.wav,dev,1,S17_P19_64a_noise,S17,P19,64a_noise,3.17,0,0.0,6.399524688720703,24.336612701416016
dev/1/S17_P19_64a_speech.wav,dev,1,S17_P19_64a_speech,S17,P19,64a_speech,3.17,3.122,0.9848580441640379,45.169044494628906,30.98246383666992
dev/1/S17_P19_64b_mix.wav,dev,1,S17_P19_64b_mix,S17,P19,64b_mix,3.17,2.852,0.8996845425867508,15.67104148864746,9.803948402404783
dev/1/S17_P19_64b_noise.wav,dev,1,S17_P19_64b_noise,S17,P19,64b_noise,3.17,0,0.0,6.399524688720703,24.336612701416016
dev/1/S17_P19_64b_speech.wav,dev,1,S17_P19_64b_speech,S17,P19,64b_speech,3.17,2.784,0.8782334384858044,53.55863571166992,9.158195495605469
dev/1/S17_P19_65a_mix.wav,dev,1,S17_P19_65a_mix,S17,P19,65a_mix,6.2,5.737,0.9253225806451613,12.558568954467772,8.982170104980469
dev/1/S17_P19_65a_noise.wav,dev,1,S17_P19_65a_noise,S17,P19,65a_noise,6.2,0,0.0,-1.221318244934082,41.14712142944336
dev/1/S17_P19_65a_speech.wav,dev,1,S17_P19_65a_speech,S17,P19,65a_speech,6.2,5.687,0.917258064516129,35.26978302001953,9.72143840789795
dev/1/S17_P19_65b_mix.wav,dev,1,S17_P19_65b_mix,S17,P19,65b_mix,6.2,5.552,0.8954838709677418,39.20756149291992,22.65757942199707
dev/1/S17_P19_65b_noise.wav,dev,1,S17_P19_65b_noise,S17,P19,65b_noise,6.2,0,0.0,-1.221318244934082,41.14712142944336
dev/1/S17_P19_65b_speech.wav,dev,1,S17_P19_65b_speech,S17,P19,65b_speech,6.2,5.501,0.8872580645161291,56.844764709472656,20.883405685424805
dev/1/S17_P19_66a_mix.wav,dev,1,S17_P19_66a_mix,S17,P19,66a_mix,11.2,10.918,0.9748214285714286,10.992753982543944,27.201099395751957
dev/1/S17_P19_66a_noise.wav,dev,1,S17_P19_66a_noise,S17,P19,66a_noise,11.2,0,0.0,-2.140176773071289,23.35628890991211
dev/1/S17_P19_66a_speech.wav,dev,1,S17_P19_66a_speech,S17,P19,66a_speech,11.2,10.8,0.9642857142857144,45.68930435180664,31.184904098510746
dev/1/S17_P19_66b_mix.wav,dev,1,S17_P19_66b_mix,S17,P19,66b_mix,11.2,11.154,0.9958928571428572,7.039883613586426,12.19100570678711
dev/1/S17_P19_66b_noise.wav,dev,1,S17_P19_66b_noise,S17,P19,66b_noise,11.2,0,0.0,-2.140176773071289,23.35628890991211
dev/1/S17_P19_66b_speech.wav,dev,1,S17_P19_66b_speech,S17,P19,66b_speech,11.2,10.969,0.979375,41.602569580078125,11.69421672821045
dev/1/S17_P19_67a_mix.wav,dev,1,S17_P19_67a_mix,S17,P19,67a_mix,12.34,11.627,0.9422204213938412,14.980463027954102,9.05702781677246
dev/1/S17_P19_67a_noise.wav,dev,1,S17_P19_67a_noise,S17,P19,67a_noise,12.34,0,0.0,-1.609908103942871,24.30220413208008
dev/1/S17_P19_67a_speech.wav,dev,1,S17_P19_67a_speech,S17,P19,67a_speech,12.34,11.762,0.953160453808752,51.11611557006836,9.269898414611816
dev/1/S17_P19_67b_mix.wav,dev,1,S17_P19_67b_mix,S17,P19,67b_mix,12.34,11.559,0.936709886547812,14.553189277648926,7.127825736999512
dev/1/S17_P19_67b_noise.wav,dev,1,S17_P19_67b_noise,S17,P19,67b_noise,12.34,0,0.0,-1.609908103942871,24.30220413208008
dev/1/S17_P19_67b_speech.wav,dev,1,S17_P19_67b_speech,S17,P19,67b_speech,12.34,11.964,0.9695299837925446,49.964881896972656,6.623817920684815
dev/1/S17_P19_68a_mix.wav,dev,1,S17_P19_68a_mix,S17,P19,68a_mix,3.8,3.729,0.9813157894736843,11.64553451538086,8.631686210632324
dev/1/S17_P19_68a_noise.wav,dev,1,S17_P19_68a_noise,S17,P19,68a_noise,3.8,0,0.0,-1.0560539960861206,22.45330047607422
dev/1/S17_P19_68a_speech.wav,dev,1,S17_P19_68a_speech,S17,P19,68a_speech,3.8,3.746,0.9857894736842105,43.16350555419922,8.517898559570312
dev/1/S17_P19_70b_mix.wav,dev,1,S17_P19_70b_mix,S17,P19,70b_mix,4.04,3.274,0.8103960396039604,20.197641372680664,27.888940811157227
dev/1/S17_P19_70b_noise.wav,dev,1,S17_P19_70b_noise,S17,P19,70b_noise,4.04,0,0.0,-0.2278495728969574,22.170625686645508
dev/1/S17_P19_70b_speech.wav,dev,1,S17_P19_70b_speech,S17,P19,70b_speech,4.04,3.156,0.7811881188118812,51.80546951293945,27.14534568786621
dev/1/S17_P19_72a_mix.wav,dev,1,S17_P19_72a_mix,S17,P19,72a_mix,13.75,11.846,0.8615272727272727,16.288612365722656,6.902617931365967
dev/1/S17_P19_72a_noise.wav,dev,1,S17_P19_72a_noise,S17,P19,72a_noise,13.75,0,0.0,-5.471704959869385,25.665424346923828
dev/1/S17_P19_72a_speech.wav,dev,1,S17_P19_72a_speech,S17,P19,72a_speech,13.75,11.93,0.8676363636363637,41.72828674316406,6.7122673988342285
dev/1/S17_P19_72b_mix.wav,dev,1,S17_P19_72b_mix,S17,P19,72b_mix,13.75,9.635,0.7007272727272728,14.995889663696287,14.96531105041504
dev/1/S17_P19_72b_noise.wav,dev,1,S17_P19_72b_noise,S17,P19,72b_noise,13.75,0,0.0,-5.471704959869385,25.665424346923828
dev/1/S17_P19_72b_speech.wav,dev,1,S17_P19_72b_speech,S17,P19,72b_speech,13.75,9.584999999999999,0.697090909090909,50.892974853515625,13.086650848388672
dev/1/S17_P19_73a_mix.wav,dev,1,S17_P19_73a_mix,S17,P19,73a_mix,3.85,3.139,0.8153246753246752,11.066728591918944,16.57645034790039
dev/1/S17_P19_73a_noise.wav,dev,1,S17_P19_73a_noise,S17,P19,73a_noise,3.85,0,0.0,-0.6485691666603088,21.07033348083496
dev/1/S17_P19_73a_speech.wav,dev,1,S17_P19_73a_speech,S17,P19,73a_speech,3.85,3.122,0.8109090909090909,45.255958557128906,10.468579292297363
dev/1/S17_P19_74a_mix.wav,dev,1,S17_P19_74a_mix,S17,P19,74a_mix,7.5,3.983,0.5310666666666667,14.257187843322754,7.153710842132568
dev/1/S17_P19_74a_noise.wav,dev,1,S17_P19_74a_noise,S17,P19,74a_noise,7.5,0,0.0,-1.335161566734314,19.3999080657959
